"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"18137",-2.43906478714378,6.26004399435488,-3.46978765557388,0.000758828176187637,0.0104647933383651,-0.865483415359617,"DOWN"
"11464",-2.28932015382984,6.8096804364693,-3.46021871136222,0.000783404977536022,0.0107467887036957,-0.894723609456637,"DOWN"
"20021",-3.81313488015669,6.96202795977598,-3.45911955860884,0.000786275538559012,0.0107734950678998,-0.898078256950888,"DOWN"
"156",2.35514549834002,9.4698864483454,3.45719277584135,0.000791331458473732,0.0108341132749882,-0.903956827835304,"UP"
"5254",-2.09803342422941,8.84855209436546,-3.44788829003325,0.000816180339271337,0.0111158530967863,-0.932308216849663,"DOWN"
"10409",-2.18188526645511,5.97500526814276,-3.43889406611293,0.000840897177504191,0.0114002882971011,-0.959656831261039,"DOWN"
"19894",2.78772067735258,6.97584292984106,3.43374770428688,0.000855354808346796,0.0115661743694894,-0.97527989010265,"UP"
"6736",2.51584836074939,7.87331144361064,3.42832443646936,0.000870843195923013,0.0117147536898584,-0.991723521865759,"UP"
"20367",-2.03661265663298,7.63447737439242,-3.42645165198872,0.000876252703200719,0.011749572628108,-0.997397120537777,"DOWN"
"19337",-2.18200312466021,5.76512477742263,-3.42391118455076,0.000883641324771933,0.0118258013798527,-1.00508953781578,"DOWN"
"2537",-3.45469359177779,10.0312654537969,-3.41494514815271,0.000910188792519993,0.0120729091892631,-1.03220211886448,"DOWN"
"15750",-2.47554338103101,5.7613878224871,-3.41493401559212,0.00091022221605566,0.0120729091892631,-1.03223574778717,"DOWN"
"2818",2.35021145761055,7.51913868414989,3.4105944489566,0.000923339241972864,0.0122219532136889,-1.04533795902447,"UP"
"20621",-2.4330907092043,7.31124049985075,-3.40250525161428,0.000948265672341297,0.0124899964331658,-1.06972589532849,"DOWN"
"13848",-2.79198525092999,8.1044038488893,-3.40006707832959,0.0009559019145188,0.0125275226490392,-1.07706766082585,"DOWN"
"18053",2.0030729451148,9.06785832407584,3.39623348792029,0.000968025472007852,0.0126701209485176,-1.08860280674609,"UP"
"9810",2.93264009553837,6.75523321247356,3.38864835035977,0.000992439964219294,0.0128924328227714,-1.11139571442454,"UP"
"20340",2.81413905178957,7.48234450982258,3.38819522010653,0.000993916620469,0.0129035659006524,-1.11275606068153,"UP"
"14177",2.46685399237808,7.69436684933792,3.38727535267089,0.000996920623309349,0.0129108409694069,-1.11551715704688,"UP"
"16061",-2.55998321095888,5.94037328599645,-3.38556061123592,0.00100254321325487,0.012959006749112,-1.12066257211489,"DOWN"
"6660",-2.20455260215882,3.94219362983369,-3.38210534189654,0.00101396352151679,0.0130418631081319,-1.13102447272393,"DOWN"
"6686",2.0425232727014,5.54682170391208,3.3650778865631,0.00107204846528798,0.0136623850925073,-1.18196427106033,"UP"
"6603",-2.04126983120334,6.22922304567791,-3.3558697028326,0.00110474649229832,0.0139849489091916,-1.2094261435817,"DOWN"
"13401",-2.05906090914116,9.22912666187661,-3.34968558779064,0.00112722873483436,0.0142090866671857,-1.22783544429423,"DOWN"
"12222",2.33173537642623,7.69219666873142,3.34675528777742,0.00113803096400149,0.0143192488183487,-1.23654907126437,"UP"
"16072",-2.02904733121074,7.70939766241105,-3.34245179647949,0.00115407138793288,0.0144773389050086,-1.24933498660208,"DOWN"
"6069",-2.69282468280234,3.13039722703126,-3.34209293344737,0.00115541851071911,0.0144855117803821,-1.25040059343509,"DOWN"
"14627",2.22298492005145,9.04740813143328,3.34188740563523,0.00115619069782394,0.0144864711741792,-1.25101084581983,"UP"
"7132",-3.34480396654471,8.17333195376221,-3.33606615635781,0.00117826363612561,0.0147011156133492,-1.26828278140228,"DOWN"
"16011",-2.42404622827349,6.43990778553148,-3.32388583802754,0.00122573274858001,0.0151669748597996,-1.30434420573892,"DOWN"
"13456",-3.18048742582464,6.4335706074382,-3.32232343407012,0.00123194978883836,0.0151979398120676,-1.3089622409017,"DOWN"
"4592",-2.03149627975178,8.5340799676855,-3.31116329700901,0.00127722419390405,0.0155842586547409,-1.34189775433446,"DOWN"
"2319",2.62110914534717,7.43288971642221,3.30907453619388,0.00128586910403735,0.0156725628600709,-1.34805214680528,"UP"
"16820",-2.12727958724777,4.60038811286733,-3.30578478585361,0.00129959580943911,0.0158169392961777,-1.35773883365769,"DOWN"
"11109",-2.25516429881222,8.01653189246412,-3.30205294780756,0.00131533318530184,0.0159502248785734,-1.36871785546878,"DOWN"
"11468",2.05088628811729,6.49996943024021,3.30131990334651,0.0013184453632212,0.015971673207515,-1.37087328927583,"UP"
"19227",-2.1451596623005,4.52164147649492,-3.30007915403186,0.00132372873959119,0.0160263530658413,-1.37452069264595,"DOWN"
"4954",2.4406593883113,5.44722592542121,3.29563023588719,0.00134283654728826,0.01621056710767,-1.38758999230177,"UP"
"13134",2.58867780212759,6.74035441858441,3.29338992376806,0.00135255596416654,0.0162793801055798,-1.39416583022832,"UP"
"16282",-3.50207255140644,8.94561372813851,-3.29298094956858,0.00135433735647206,0.0162833262766595,-1.3953658754468,"DOWN"
"6306",2.22355412671828,10.1430558357841,3.29263289982489,0.00135585510557352,0.0162921677544507,-1.39638705649966,"UP"
"1394",2.41532807754685,12.2036572578076,3.2877664363439,0.00137724379397085,0.0164447963105785,-1.41065618048893,"UP"
"8808",2.74179139371421,5.37410492539573,3.28660310224419,0.00138240332747898,0.0164969437773194,-1.41406470924534,"UP"
"18129",3.22451782725467,8.66240298422658,3.2860104080101,0.00138503894881187,0.0165064631415274,-1.41580090839895,"UP"
"13827",-2.15554113235235,6.68166813817291,-3.2702879979575,0.00145669424429571,0.0172451398199056,-1.46176469275981,"DOWN"
"10788",2.27229700335636,8.70087161659224,3.26795271211229,0.00146762837944551,0.0173253363795767,-1.46857659146525,"UP"
"11265",2.45701083624307,8.48102961700308,3.26705676655733,0.0014718436486245,0.0173554202372348,-1.47118896941926,"UP"
"15672",-2.38007956439757,6.55427814620817,-3.26565484889403,0.00147846214375329,0.0174137419013114,-1.47527548598612,"DOWN"
"533",3.73431492587226,6.62982802557591,3.25384384677358,0.00153533692294662,0.0179214439929599,-1.509647523383,"UP"
"13926",2.0887982471837,9.86843207993803,3.2497731697287,0.00155540800386042,0.0180724482983346,-1.52147049394096,"UP"
"16668",2.17536022677492,6.52032922833475,3.2494479803414,0.00155702192534922,0.0180732578447448,-1.52241446382498,"UP"
"14417",-2.04887264908386,8.353986231662,-3.23866592282254,0.00161142765935394,0.0185496791478089,-1.55366953049263,"DOWN"
"12159",-2.6505006870476,6.81221628067996,-3.23726689934578,0.00161861575518807,0.01861184676203,-1.55771884041536,"DOWN"
"1905",-2.07711044496942,8.96326584900508,-3.23411488198154,0.00163492046619178,0.0187578974038444,-1.56683677553696,"DOWN"
"17325",2.11422630610113,7.08086455981085,3.23238576437461,0.00164392981654649,0.0187888004938332,-1.57183557888132,"UP"
"11076",2.53640842754911,8.98137628552451,3.23216267451566,0.00164509556761577,0.0187918102578336,-1.57248036359104,"UP"
"17416",2.8019317053106,8.50882704036636,3.21890478227246,0.00171577629609933,0.0193131489675527,-1.61073391169283,"UP"
"650",2.94653102646614,7.58570275086505,3.21301508302877,0.00174807575177426,0.0195814574797995,-1.62768662414686,"UP"
"13319",-2.02630996307503,6.78390639267299,-3.21062864793972,0.00176132383224059,0.0196980706136295,-1.63454845428541,"DOWN"
"17072",-2.22477966747567,8.86763391186013,-3.19369446711602,0.00185805611766098,0.0205045896100542,-1.68312057545354,"DOWN"
"3931",-2.4186821488737,7.78517860256715,-3.18563031648129,0.00190584047049088,0.02088801155658,-1.70617711351374,"DOWN"
"13151",-2.21891572574252,5.50625511998091,-3.18466501841579,0.00191163647288656,0.0209227500155322,-1.70893384121371,"DOWN"
"1789",3.16248436757061,7.99918562200529,3.17772746983646,0.00195377760154715,0.0212124425310834,-1.7287261879122,"UP"
"6522",2.08279526188333,5.57258316223161,3.17607780466993,0.00196392477977902,0.0212561172630553,-1.73342736790335,"UP"
"3431",2.7458715378655,10.6068347175065,3.16796085310048,0.00201457123361628,0.0216579408202506,-1.75652974640684,"UP"
"15809",2.28464519247007,7.6957814635169,3.16549808723613,0.00203017665986675,0.0217471187063093,-1.76352966095998,"UP"
"2453",2.01849559409179,5.55480006409858,3.16186109792432,0.00205342848393725,0.0219622982791522,-1.77385890229991,"UP"
"7659",2.1233064805434,6.31040404061114,3.15896284451477,0.00207213463583644,0.0220829742357513,-1.78208311880372,"UP"
"6293",-2.05813852777457,6.47510004042071,-3.15664475297388,0.0020872102583801,0.0221981953118014,-1.78865658553141,"DOWN"
"821",2.27320033985571,5.3072923675942,3.15123546250548,0.00212278717179104,0.0224732689707049,-1.80398042456387,"UP"
"13820",-2.25312493996198,6.68338998658849,-3.14981916572989,0.00213219490093769,0.0225499373372913,-1.80798904843625,"DOWN"
"13917",-2.10777179803289,5.96428635809776,-3.14556020538579,0.00216071913849101,0.0228284197564367,-1.82003449807696,"DOWN"
"6762",2.62520327381098,5.55256575166837,3.14095626375366,0.00219195277157414,0.0230896497214276,-1.83304057051895,"UP"
"5703",2.27749562707213,4.32639723000475,3.1374076175331,0.00221631308890037,0.0232707285380923,-1.84305475198183,"UP"
"10720",3.76272680422698,9.13334524068123,3.13594856092706,0.00222640186571843,0.0233564697489776,-1.84716946652608,"UP"
"20627",2.81172456128898,7.20243371055111,3.13337337559595,0.00224431244714977,0.0235088342049531,-1.85442795303465,"UP"
"5279",2.35302801445134,7.48922078678146,3.13225153109646,0.00225215674920334,0.0235672925353821,-1.8575884786296,"UP"
"2960",-2.38795121311092,6.29979349992785,-3.11454758565994,0.00237937123912014,0.0246140221974355,-1.90734151749675,"DOWN"
"14707",2.21461081907814,10.3976234175713,3.11221911306579,0.00239659079406451,0.0247062409384155,-1.9138678640838,"UP"
"7354",2.08637410788156,9.37662842541466,3.10817051662863,0.00242680682161306,0.0249559630880348,-1.92520585372803,"UP"
"15579",-2.98691187579357,11.393256636743,-3.1079368720864,0.00242856133790137,0.0249616788254976,-1.92585979718691,"DOWN"
"17512",3.38495111687202,6.90315411678439,3.10755514137291,0.00243143041753234,0.0249788391784378,-1.92692812896253,"UP"
"17371",-2.30690270073142,10.3539116010768,-3.10403983457805,0.00245799969096164,0.0251772678625604,-1.93676115586333,"DOWN"
"18721",2.55120031654063,9.02525036247446,3.10256689095348,0.00246921235657238,0.0252424536638504,-1.94087854383304,"UP"
"15556",2.39119238402092,12.4938735718298,3.09835391309846,0.00250154593843529,0.0254854171340393,-1.95264635724328,"UP"
"19743",-2.44162560098309,5.71648460360044,-3.09693270299559,0.0025125417107485,0.0255599260305945,-1.95661314005938,"DOWN"
"19623",2.20459918959559,8.92875673759684,3.08296695259738,0.00262300450514688,0.0263999254785784,-1.99551322498581,"UP"
"6552",-2.5122213936739,10.9150216595139,-3.07605701998101,0.00267930889485992,0.0267725184388498,-2.01470622215186,"DOWN"
"13843",2.18844685869588,7.93202590165473,3.07209286305142,0.00271211382607282,0.0269984658717487,-2.02570092378098,"UP"
"4552",-2.00112356060472,8.39327815575128,-3.0696061035805,0.00273288232575639,0.027135902168703,-2.03259201701192,"DOWN"
"11478",-2.899262561312,6.24555726176795,-3.06919001464662,0.00273637170745148,0.0271473103553929,-2.03374459446157,"DOWN"
"5886",3.31937665072421,7.57398461829025,3.06278202223051,0.00279063411160176,0.0275152295170431,-2.05147852056961,"UP"
"19262",-2.6021229751875,9.58505159641608,-3.05731645089113,0.00283770212206769,0.0278212377542079,-2.06657999240652,"DOWN"
"1204",2.74667664103577,7.49330767623126,3.0475159388501,0.00292394732773319,0.0283729166601659,-2.09360281388804,"UP"
"4914",-2.19886039731433,9.90889118993395,-3.04375948290005,0.00295764296475688,0.028619868540008,-2.10394129946181,"DOWN"
"4501",2.16584846114716,7.28825940479104,3.04214399322569,0.00297224423157088,0.0287230116069062,-2.10838417153013,"UP"
"2257",3.64303692504113,7.86636272932945,3.04062906874942,0.00298599714815854,0.0287872243579877,-2.1125486874432,"UP"
"1172",-3.53585178697979,7.81204745826556,-3.02588539144521,0.00312295384120551,0.0296410167681238,-2.15298863785123,"DOWN"
"20034",-2.45470763133796,6.10729303060574,-3.02478879354249,0.003133368987939,0.0297127849748824,-2.15598990974007,"DOWN"
"12733",2.5294770977966,7.06916481767049,3.02152297488305,0.0031645772971878,0.0298870524298853,-2.16492272952758,"UP"
"7640",2.01657326950782,6.7089370771874,3.02140642283791,0.00316569636710027,0.0298870524298853,-2.16524137925466,"UP"
"5653",-2.32140523175026,5.59036017251025,-3.01419648671431,0.00323563792637322,0.0304606348005406,-2.18493316371725,"DOWN"
"16031",-2.29668329014175,10.6888958352622,-3.01265120768264,0.00325081290700987,0.0305207069321792,-2.18914851634983,"DOWN"
"15868",2.7913766189112,7.56756838138524,3.00474758955376,0.00332946187548532,0.0311188124304786,-2.21068046291215,"UP"
"6238",-2.34282957792784,7.78518901056063,-2.99943651323352,0.00338329600455399,0.0314770445668338,-2.22512292573325,"DOWN"
"8570",2.51961624029266,6.59189169428207,2.99792726695062,0.00339874006657147,0.0315820451344419,-2.22922313210987,"UP"
"20749",-2.11753849803698,5.55158210956278,-2.99773351595135,0.00340072742225935,0.0315864174135275,-2.22974937506771,"DOWN"
"3429",-2.3188343578507,6.4300422493175,-2.99632197465505,0.00341523839914252,0.0316788082065674,-2.23358237280451,"DOWN"
"519",-2.35846004741882,6.95930961064827,-2.99160377029081,0.00346415865297949,0.0319863321978965,-2.24638354014365,"DOWN"
"17230",-2.18719137652895,7.13004630672218,-2.98877614472966,0.00349378582778406,0.0321496226592025,-2.25404719484897,"DOWN"
"1254",-2.3680748606125,8.63979336055712,-2.98772041918524,0.00350490730365733,0.0322296443652757,-2.25690694861147,"DOWN"
"13470",-2.99492061527476,6.94368996087623,-2.98547766432136,0.00352864199490145,0.0323987834664144,-2.26297932149715,"DOWN"
"11699",2.39123716100219,5.404341017329,2.96232642968747,0.00378246475196321,0.0341570017323859,-2.32543874424702,"UP"
"1396",2.78994613097183,6.99188445600357,2.96146633417949,0.00379221110390729,0.0342153397000717,-2.32775131413449,"UP"
"8732",2.05879069114344,9.63911831724317,2.96062619926961,0.0038017536139215,0.034271739071992,-2.33000967006361,"UP"
"5294",-2.09813290468445,7.6920537423226,-2.9601089630836,0.00380763954439061,0.0343099462883557,-2.33139977806129,"DOWN"
"18113",2.1266598734039,9.86536616947911,2.95543842302227,0.00386116995378139,0.0347267464221181,-2.34394292531021,"UP"
"12588",-2.06269653764008,6.39530834567532,-2.95382564617244,0.00387981495862192,0.0347797101585635,-2.34827030882674,"DOWN"
"6341",-2.27895690313406,7.79172619610957,-2.94972397104558,0.0039276080649708,0.0350798920358585,-2.35926691560999,"DOWN"
"11778",2.76166295451646,6.15001426125427,2.94956180905183,0.00392950869058767,0.0350798920358585,-2.35970140817137,"UP"
"16755",3.05520157963542,6.86421163626767,2.94764055391946,0.00395209141070014,0.0352455466965395,-2.36484763741834,"UP"
"2544",-2.32898340738022,11.0712746768795,-2.94665010692986,0.00396377991724941,0.0353203256073727,-2.3674995224259,"DOWN"
"16733",-2.61939713390279,7.61198230805717,-2.92819395816735,0.00418749327402731,0.0367159410266714,-2.41677770717375,"DOWN"
"10954",2.35313257404687,6.87657806991595,2.92252421575343,0.00425851647273405,0.0371977126796199,-2.43186353507575,"UP"
"355",-2.64992835949061,8.46378971503614,-2.88840819502744,0.00470979149019605,0.0398773517276117,-2.52211576460163,"DOWN"
"15195",2.06490562050739,7.35485606921734,2.88835230416485,0.00471056554283526,0.0398773517276117,-2.52226288445864,"UP"
"16821",-2.01863580335798,5.67160924012248,-2.88786484069254,0.00471732155370468,0.0398895115475094,-2.52354591771904,"DOWN"
"8858",2.41659297431252,4.9010203984176,2.88672939054603,0.00473309286359903,0.0399521385454342,-2.52653377881424,"UP"
"1808",-2.09941783510224,5.80500307031921,-2.88150402150271,0.00480629875950863,0.0403818351880157,-2.5402711373781,"DOWN"
"10781",2.33849647167435,7.33303491465815,2.87967157307617,0.00483221599174415,0.040509688330145,-2.54508359383576,"UP"
"3910",-2.29199173154388,7.38409291934553,-2.87792697847288,0.00485700979547266,0.0406529411965176,-2.54966290971347,"DOWN"
"16697",-2.32082146389699,10.7974591531436,-2.87735570448455,0.00486515395867711,0.0407038835016039,-2.55116191161516,"DOWN"
"19399",2.50982903830391,12.0134502549905,2.87498338952184,0.00489910827091129,0.040905786140119,-2.55738407495317,"UP"
"5951",-2.23426126579952,7.86079184433688,-2.86794836278107,0.00500108126235938,0.0415738587654178,-2.57581006986257,"DOWN"
"19499",-2.8405744639424,7.15004764642106,-2.86649928889156,0.00502232596311483,0.0416661580411865,-2.5796006883235,"DOWN"
"5222",-3.23563409771887,9.09273294304566,-2.86568391061864,0.00503431648713986,0.0417003208147178,-2.58173291242632,"DOWN"
"19096",-2.40956490202729,7.89620224394193,-2.85720316748162,0.00516059566646275,0.0424759858333677,-2.60387956486872,"DOWN"
"794",-2.35982079078481,7.82372191224065,-2.85365942165324,0.00521421741828195,0.0427315480197967,-2.6131171716114,"DOWN"
"12495",-2.11047091344992,11.2360753081972,-2.84188842059167,0.00539601472452492,0.043824731132413,-2.643730955853,"DOWN"
"17264",3.13905378891182,8.71225657209288,2.84159681682223,0.00540059121173407,0.0438447997634114,-2.64448798415333,"UP"
"11333",2.74932834018739,6.95711340738756,2.8271934470779,0.00563111400968433,0.0452400918740997,-2.68179786917553,"UP"
"13591",-2.80919504477744,8.62182654411301,-2.82693244142129,0.0056353731990888,0.0452568497870518,-2.68247247429515,"DOWN"
"17529",-2.25100315365578,6.46650980309823,-2.81976889268068,0.00575342767268126,0.0460120104409045,-2.70096688291198,"DOWN"
"3991",2.38960456496322,7.12335681301803,2.81782661541585,0.0057858237356763,0.0461821706829457,-2.70597442405444,"UP"
"19965",3.25669559363491,10.5243400311006,2.79815886826276,0.00612339546320642,0.0480458127828977,-2.75651509200217,"UP"
"19411",-2.21269371469256,6.97212189830567,-2.79567945313287,0.00616720531367754,0.0482283302120508,-2.76286498481242,"DOWN"
"3156",2.44853075767621,7.20764015386494,2.79566276666395,0.00616750112152763,0.0482283302120508,-2.76290770326294,"UP"
"5176",2.18780993499688,8.24047781752155,2.79386184853099,0.00619950301872465,0.0483938425657243,-2.76751688677953,"UP"
"6557",-2.6951944500502,7.62522903769387,-2.78125553301518,0.00642779450905742,0.0496853722556094,-2.79970955742815,"DOWN"
